aeropuerto,oac,iata,tipo,denominacion,coordenadas,latitud,longitud,elev,uom_elev,ref,distancia_ref,direccion_ref,condicion,control,region,uso,trafico,sna,concesionado,provincia
FAG,,,Aerodromo,FEDERAL/LA ANGELITA,"""30°51' 8""""S  58°42'24""""W""",-58.70666667,-30.85222222,70,Metros,Federal,13,NNE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
FLO,,,Aerodromo,LAS FLORES,"""36° 3'59""""S  59° 6' 2""""W""",-59.10055556,-36.06638889,34,Metros,Las Flores,5,S,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
HBT,,,Helipuerto,LA PLATA,"""34°54' 2""""S  57°55'46""""W""",-57.92948611,-34.90044444,6,Metros,La Plata,3,NE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
HCO,,,Helipuerto,CHENAUT/EL CAPRICHO,"""34°13'58""""S  59°18'57""""W""",-59.315902,-34.232743,30,Metros,Estacion Chenaut,6,O,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
HFA,,,Helipuerto,BUENOS AIRES/FUERZA AEREA,"""34°35'10""""S  58°22' 5""""W""",-58.368051,-34.58598,6,Metros,Estacion Retiro,0.5,NE,PRIVADO,NOCONTROL,RACE,MIL,Nacional,NO,NO,CIUDAD AUTONOMA DE BUENOS AIRES
DIL,SAZT,TDL,Aerodromo,TANDIL/HEROES DE MALVINAS,"""37°14' 4""""S  59°13'43""""W""",-59.22858611,-37.23437778,175,Metros,Tandil,13,NO,PUBLICO,CONTROL,RACE,,Nacional,SI,NO,BUENOS AIRES
HMY,,,Helipuerto,LA MATANZA/TERMINAL Y.P.F.,"""34°43'55""""S  58°33'28""""W""",-58.557711,-34.731886,10,Metros,Ruta Prov. 21 y Av. Cristiania,0,Lindando,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
DOP,,,Aerodromo,MENDOZA/LA PUNTILLA,"""32°57'45""""S  68°52'26""""W""",-68.87395,-32.96254,942,Metros,Ap. El Plumerillo,8.5,SO,PUBLICO,NOCONTROL,RANO,,Nacional,NO,NO,MENDOZA
HFC,,,Helipuerto,SALTA/FINCA LAS COSTAS,"""24°46'13""""S  65°29'44""""W""",-65.495501,-24.770405,1311,Metros,Salta,8.5,ONO,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,SALTA
LJN,,,Aerodromo,LUJAN,"""34°33' 2""""S  59° 4'45""""W""",-59.07916667,-34.55055556,25,Metros,Lujan,2,ENE,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
MAI,,,Aerodromo,MONTE MAIZ,"""33°12'40""""S  62°37'52""""W""",-62.63111111,-33.21111111,113,Metros,Monte Maiz,2,O,PUBLICO,NOCONTROL,RANO,,Nacional,NO,NO,CORDOBA
TEJ,,,Aerodromo,CARLOS TEJEDOR,"""35°25'31""""S  62°28'10""""W""",-62.46944444,-35.42527778,94,Metros,Carlos Tejedor,5,SO,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
CAM,,,Aerodromo,CORRALITO/ALFONSO MENGO,"""32° 1'28""""S  64°16'46""""W""",-64.27944444,-32.02444444,545,Metros,Corralito,7,O,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,CORDOBA
RAU,,,Aerodromo,RAUCH,"""36°46'19""""S  59° 3'28""""W""",-59.05772,-36.7719,94,Metros,Rauch,2,NE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
TVN,,,Aerodromo,TREVELIN,"""43° 5'15""""S  71°28'41""""W""",-71.47808,-43.08742,397,Metros,Trevelin,2,OSO,PRIVADO,NOCONTROL,RASU,,Nacional,NO,NO,CHUBUT
CRR,SARC,CNQ,Aerodromo,CORRIENTES,"""27°26'44""""S  58°45'43""""W""",-58.76194444,-27.44555556,61.5,Metros,Corrientes,7.5,E,PUBLICO,CONTROL,RANE,CIVIL,Internacional,SI,NO,CORRIENTES
HCE,,,Helipuerto,HELIPLATAFORMA/RIO CULLEN-HIDRACENTRO TOTAL AUSTRAL,"""52°50'11""""S  68°10'44""""W""",-68.178889,-52.836389,39,Metros,,0,Lindando,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR
HPA,,,Helipuerto,BUENOS AIRES/PRESIDENCIA DE LA NACION,"""34°36'23""""S  58°22' 6""""W""",-58.368322,-34.606433,8,Metros,Av Madero,,0,Lindando,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO
HSH,,,Helipuerto,SAN ANDRES DE GILES/HOSPITAL MUNICIPAL,"""34°26'56""""S  59°26'58""""W""",-59.449417,-34.448879,47,Metros,Rawson entre Soule y Campora,0,,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
SJT,,,Aerodromo,SAN JUSTO,"""30°45'58""""S  60°34' 2""""W""",-60.56722222,-30.76611111,55,Metros,San Justo,1.5,NE,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,SANTA FE
THN,,,Aerodromo,TOLHUIN,"""54°29'59""""S  67°10'20""""W""",-67.17226,-54.49961,213,Metros,Tolhuin,1.5,NE,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR
ARS,SAVR,ARR,Aerodromo,ALTO RIO SENGUERR/D. C. SZLAPELIS,"""45° 0'48""""S  70°48'46""""W""",-70.81282,-45.0132,697,Metros,Alto Rio Senguerr,3,N,PUBLICO,AERADIO,RASU,CIVIL,Nacional,NO,NO,CHUBUT
CHR,,,Aerodromo,CHACHARRAMENDI,"""37°20'24""""S  65°38'49""""W""",-65.64701,-37.34005,290,Metros,Chacharramendi,0.5,SE,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,LA PAMPA
ELC,,,Aerodromo,VEINTICINCO DE MAYO/ESTANCIA LA CRIOLLA,"""35°32'12""""S  60° 7'45""""W""",-60.12916667,-35.53666667,48,Metros,25 de Mayo,12,SE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
GRE,SAWR,GGS,Aerodromo,GOBERNADOR GREGORES,"""48°46'60""""S  70° 9'44""""W""",-70.16222222,-48.78333333,356,Metros,Gobernador Gregores,5,E,PUBLICO,AERADIO,RASU,CIVIL,Nacional,NO,NO,SANTA CRUZ
HLP,,,Helipuerto,LA PLATA/HELIPUERTO D.P.A.O.,"""34°57'35""""S  57°53'35""""W""",-57.893075,-34.959802,19,Metros,Extremo W del aerodromo,0,Lindando,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
HUP,,,Helipuerto,GENERAL ALVEAR/UNIDAD PENITENCIARIA N° 30,"""36° 2'40""""S  60° 1' 0""""W""",-60.016667,-36.044444,55,Metros,General Alvear,2.5,S,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
LMD,,,Aerodromo,JUAN N. FERNANDEZ/LA MADRUGADA,"""38° 0'30""""S  59°20'60""""W""",-59.34998,-38.00845,137,Metros,Juan N. Fernandez,7,O,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
STI,SAMI,,Aerodromo,SAN MARTIN,"""33° 3'44""""S  68°30'34""""W""",-68.50944444,-33.06222222,696,Metros,San Martin,3,NE,PUBLICO,NOCONTROL,RANO,,Nacional,NO,NO,MENDOZA
BIO,SAWT,RYO,Aerodromo,EL TURBIO/28 DE NOVIEMBRE,"""51°36'18""""S  72°13'13""""W""",-72.22034,-51.60502,273,Metros,El Turbio,10,ONO,PUBLICO,AERADIO,RASU,CIVIL,Nacional,SI,NO,SANTA CRUZ
SRA,SAMR,AFA,Aerodromo,SAN RAFAEL/S.A. SANTIAGO GERMANO,"""34°35'16""""S  68°24'13""""W""",-68.40358889,-34.58781667,753,Metros,San Rafael,8,O,PUBLICO,CONTROL,RANO,,Nacional,SI,SI,MENDOZA
TAR,SAST,TTG,Aerodromo,TARTAGAL/GENERAL ENRIQUE MOSCONI,"""22°37' 6""""S  63°47'35""""W""",-63.79305556,-22.61833333,449,Metros,Tartagal,11,S,PUBLICO,NOCONTROL,RANO,,Nacional,SI,NO,SALTA
VMB,,,Aerodromo,VICUÑA MACKENNA/BENEFICIOS S.R.L.,"""33°56'15""""S  64°24'54""""W""",-64.41509,-33.93757,241,Metros,Vicuña Mackenna,2,SO,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,CORDOBA
ACM,,,Aerodromo,ARRECIFES/LA CURA MALAL,"""34° 4'33""""S  60° 8'30""""W""",-60.1417,-34.07574,37,Metros,Arrecifes,4,OSO,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
ADU,,,Aerodromo,BANDERA/DUTTO,"""28°52' 1""""S  62°14'17""""W""",-62.23812,-28.86691,87,Metros,Bandera,3,NE,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,SANTIAGO DEL ESTERO
ERE,SANW,CRR,Aerodromo,CERES,"""29°52'18""""S  61°55'37""""W""",-61.92696,-29.87161,87,Metros,Ceres,0.7,NE,PUBLICO,AERADIO,RANO,CIVIL,Nacional,NO,NO,SANTA FE
HWG,,,Helipuerto,BUQUE W. G. VESPUCCI,"""52°53'60""""S  66°49' 0""""W""",-66.81666667,-52.9,28,Metros,25 de Mayo 555 Piso 19-20 CABA,0,,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR
NOT,,,Aerodromo,NOGOYA/TOGNOLI,"""32°26'50""""S  59°51'58""""W""",-59.86611,-32.44736,60,Metros,Nogoya,9.5,SO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,ENTRE RIOS
SLT,,,Aerodromo,SALTO,"""34°18'23""""S  60°17'12""""W""",-60.28678,-34.3065,59,Metros,Salto,3,O,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
ALR,,,Aerodromo,ALEJANDRO ROCA,"""33°20'55""""S  63°43'48""""W""",-63.73,-33.34861111,210,Metros,Alejandro Roca,1.5,SO,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
CCI,,,Aerodromo,CALCHAQUI,"""29°51' 6""""S  60°17'31""""W""",-60.29201667,-29.85157222,56,Metros,Calchaqui,4,N,PRIVADO,NOCONTROL,RANE,CIVIL,Nacional,NO,NO,SANTA FE
CNO,,,Aerodromo,CARMEN DE ARECO,"""34°25' 5""""S  59°52'28""""W""",-59.87444444,-34.41805556,49,Metros,Carmen de Areco,5,SO,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
SGV,,,Aerodromo,SAN GUILLERMO/VERGNANO,"""30°19' 0""""S  61°54' 3""""W""",-61.90083333,-30.31666667,96,Metros,San Guillermo,5,NNE,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,SANTA FE
CBA,SACO,COR,Aerodromo,CORDOBA/ING. AER. A. L. V. TARAVELLA,"""31°18'36""""S  64°12'30""""W""",-64.20833333,-31.31,489,Metros,Cordoba,9,NNO,PUBLICO,CONTROL,RANO,CIVIL,Internacional,SI,SI,CORDOBA
CDL,,,Aerodromo,CAÑADA DE LUQUE/BIONDI,"""30°45'28""""S  63°44'53""""W""",-63.74818,-30.75769,249,Metros,Cañada de Luque,3,SW,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,CORDOBA
GEP,,,Aerodromo,GUALEGUAYCHU/EL POTRERO,"""32°58'29""""S  58°15'14""""W""",-58.25388889,-32.97472222,27,Metros,Gualeguaychu,25,ONO,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
UEL,,,Aerodromo,VILLAGUAY/EL JAGÜEL,"""31°48'14""""S  59° 2' 5""""W""",-59.03479,-31.80384,61,Metros,Villaguay,6.5,N,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,ENTRE RIOS
YOP,,,Aerodromo,TRES ARROYOS/PETRAZZINI,"""38°20'52""""S  60°16'34""""W""",-60.27611111,-38.34777778,107,Metros,Tres Arroyos,3,N,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
CHY,,,Aerodromo,CHIVILCOY,"""34°57'45""""S  60° 1'56""""W""",-60.03222222,-34.9625,53,Metros,Chivilcoy,7,S,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
EPZ,,,Aerodromo,ESPERANZA,"""31°28'24""""S  60°50'43""""W""",-60.84527778,-31.47333333,38,Metros,Esperanza,8,E,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,SANTA FE
HCV,,,Helipuerto,CABO VIRGENES/BRM CABO VIRGENES,"""52°19'49""""S  68°24'30""""W""",-68.408453,-52.330311,55,Metros,Rio Gallegos,120,SE,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,SANTA CRUZ
LYE,SAOL,,Aerodromo,LABOULAYE,"""34° 8' 8""""S  63°21'45""""W""",-63.36237,-34.13544,137,Metros,Laboulaye,2.7,E,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,CORDOBA
PNT,,,Aerodromo,GENERAL PINTO,"""34°47' 9""""S  61°54'51""""W""",-61.91415,-34.78595,97,Metros,General Pinto,4,SO,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
ADT,,,Aerodromo,BANDERA/AGROSERVICIOS DOÑA TERESA,"""28°51'19""""S  62°15'53""""W""",-62.26462,-28.85541,75,Metros,Bandera,4,N,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,SANTIAGO DEL ESTERO
HBO,,,Helipuerto,EL BRACHO/TRANSENER S.A.,"""26°59'37""""S  65° 9'49""""W""",-65.163478,-26.993528,378,Metros,El Bracho,0,Lindando,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,TUCUMAN
JAR,,,Aerodromo,JACINTO ARAUZ,"""38° 3'58""""S  63°25'44""""W""",-63.42902,-38.066,160,Metros,Jacinto Arauz,1,N,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,LA PAMPA
TIR,,,Aerodromo,COLONIA TIROLESA,"""31°14'53""""S  64° 2'18""""W""",-64.03847,-31.24797,407,Metros,Colonia Tirolesa,3,SE,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
AND,,,Aerodromo,ANDALGALA,"""27°37'41""""S  66°20'34""""W""",-66.34277778,-27.62805556,900,Metros,Andalgala,1,O,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CATAMARCA
IRI,SATI,,Aerodromo,BERNARDO DE IRIGOYEN,"""26°16'54""""S  53°40'21""""W""",-53.67257,-26.28171,815,Metros,Bernardo de Irigoyen,4,SO,PUBLICO,AERADIO,RANE,CIVIL,Nacional,NO,NO,MISIONES
JAH,,,Aerodromo,JUNIN DE LOS ANDES/HOSTERIA SAN HUBERTO,"""39°42'14""""S  71°10'12""""W""",-71.17,-39.70388889,691,Metros,Junin de los Andes,22,NE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,NEUQUEN
VCA,,,Aerodromo,VICTORICA,"""36°12'25""""S  65°24'58""""W""",-65.41617,-36.20694,311,Metros,Victorica,1.2,NE,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,LA PAMPA
CSA,,,Aerodromo,CALCHIN/AEROCAMPO SERVICIOS AEREOS,"""31°39'27""""S  63°16'34""""W""",-63.27608,-31.65737,202,Metros,Calchin,5,E,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,CORDOBA
GLP,,,Aerodromo,GUALEGUAYCHU/EA. LA PROVIDENCIA,"""32°56'29""""S  58°33'53""""W""",-58.56483,-32.9414,20,Metros,Gualeguaychu,8,N,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
LRE,,,Aerodromo,LA RAMADA DE ABAJO/DON EMILIO,"""26°43'58""""S  64°53' 5""""W""",-64.88463,-26.73288,530,Metros,La Ramada,5,SE,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,TUCUMAN
SAB,,,Aerodromo,SALADILLO/ABELENDA,"""35°44'19""""S  59°45'43""""W""",-59.76197,-35.73851,39,Metros,Saladillo,9,SSE,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
CFU,,,Aerodromo,CARHUE/FUMAGRO,"""37°12'53""""S  62°46'50""""W""",-62.78055556,-37.21472222,111,Metros,Carhue,5,SO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
HSD,,,Helipuerto,MORENO/COUNTRY CLUB SAN DIEGO,"""34°36' 2""""S  58°50'27""""W""",-58.840928,-34.600466,23.5,Metros,Moreno,7.5,NO,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
LAZ,,,Aerodromo,LA PAZ/AEROCLUB,"""30°44'37""""S  59°34' 8""""W""",-59.56887,-30.74368,61,Metros,La Paz,6,E,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
MAD,,,Aerodromo,GENERAL MADARIAGA,"""37° 2'19""""S  57° 8'11""""W""",-57.13638889,-37.03861111,7,Metros,General Juan Madariaga,4,S,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
AGI,SAVA,,Aerodromo,PIEDRA DEL AGUILA,"""40°11'32""""S  70° 0'39""""W""",-70.01075,-40.19232,649,Metros,Piedra del Aguila,17,SSE,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,NEUQUEN
SJU,SAWJ,ULA,Aerodromo,SAN JULIAN/CAPITAN D. DANIEL VAZQUEZ,"""49°18'24""""S  67°48'10""""W""",-67.80282,-49.30671,62,Metros,Puerto San Julian,7,O,PUBLICO,AERADIO,RASU,,Nacional,NO,NO,SANTA CRUZ
AER,SABE,AEP,Aerodromo,BUENOS AIRES/AEROPARQUE J. NEWBERY,"""34°33'32""""S  58°24'59""""W""",-58.41638889,-34.55888889,5.6,Metros,Ciudad de Buenos Aires,2,NE,PUBLICO,CONTROL,RACE,JOINT,Internacional,SI,SI,CIUDAD AUTONOMA DE BUENOS AIRES
DFR,,,Aerodromo,DAIREAUX/FUMIGACIONES RODRIGUEZ,"""36°35'27""""S  61°46'30""""W""",-61.77504,-36.59076,113,Metros,Daireaux,2,ONO,PUBLICO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
GDH,,,Aerodromo,GENERAL DEHEZA,"""32°44'42""""S  63°47'46""""W""",-63.79611111,-32.745,274,Metros,General Deheza,0.3,NE,PUBLICO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
HLL,,,Helipuerto,SAN CARLOS DE BARILOCHE/COMPLEJO LLAO LLAO,"""41° 3'17""""S  71°32' 2""""W""",-71.533825,-41.054659,775,Metros,San Carlos de Bariloche,20,O,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,RIO NEGRO
MPP,,,Aerodromo,MAR DEL PLATA/CLUB DE PLANEADORES,"""38° 0'55""""S  57°39'13""""W""",-57.65361111,-38.01527778,45,Metros,Mar del Plata,9.5,O,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
ENO,SADJ,,Aerodromo,MARIANO MORENO,"""34°33'36""""S  58°47'23""""W""",-58.78972222,-34.56,32,Metros,Jose C. Paz,7,S,PUBLICO,CONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
GOC,,,Aerodromo,GOBERNADOR CASTRO/EL GIRASOL,"""33°40' 7""""S  59°50' 3""""W""",-59.83415,-33.66857,28,Metros,Gobernador Castro,4,SE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
PAT,,,Aerodromo,CARMEN DE PATAGONES,"""40°46'41""""S  62°58'49""""W""",-62.98027778,-40.77805556,40,Metros,Carmen de Patagones,1.5,N,PUBLICO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,BUENOS AIRES
TOS,,,Aerodromo,TOSTADO,"""29°14' 8""""S  61°47'18""""W""",-61.78845,-29.23552,69,Metros,Tostado,1,OSO,PUBLICO,NOCONTROL,RANO,,Nacional,NO,NO,SANTA FE
ZUL,SAZA,,Aerodromo,AZUL,"""36°50'12""""S  59°52'51""""W""",-59.8808,-36.83675,146,Metros,Azul,3,SO,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
HNB,,,Helipuerto,TIGRE/NORDELTA,"""34°26'23""""S  58°38'32""""W""",-58.642147,-34.439639,5,Metros,Tigre,2,NNO,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
JGA,,,Aerodromo,JOAQUIN V. GONZALEZ/AGROPECUARIA RIO JURAMENTO,"""25°11'12""""S  64° 4'53""""W""",-64.08135,-25.1866,1184,Metros,Salta,8,SE,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,SALTA
LVR,,,Aerodromo,LAS VARILLAS/GINEVRO,"""31°51'29""""S  62°50'40""""W""",-62.84449,-31.85801,145,Metros,Las Varillas,12,O,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,CORDOBA
MCS,SARM,MCS,Aerodromo,MONTE CASEROS,"""30°16'13""""S  57°38'22""""W""",-57.63944444,-30.27027778,52,Metros,Monte Caseros,1.5,S,PUBLICO,AERADIO,RANE,,Nacional,NO,NO,CORRIENTES
ITO,SANO,,Aerodromo,CHILECITO/BRIG. MY. JUAN FACUNDO QUIROGA,"""29°13'24""""S  67°26'22""""W""",-67.43944444,-29.22333333,945,Metros,Chilecito,7.2,SE,PUBLICO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,LA RIOJA
MOR,SADM,,Aerodromo,MORON,"""34°40'45""""S  58°38'37""""W""",-58.64361111,-34.67916667,29,Metros,Moron,3,SO,PUBLICO,CONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
NJB,,,Aerodromo,NOGOYA/JUAN CARLOS BAGUR,"""32°25' 7""""S  59°48'57""""W""",-59.81583333,-32.41861111,58,Metros,Nogoya,4,SO,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,ENTRE RIOS
EDO,SACD,,Aerodromo,CORONEL OLMEDO,"""31°29'12""""S  64° 8'27""""W""",-64.14083,-31.48679,432,Metros,Coronel Olmedo,1.2,S,PUBLICO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
HAG,,,Helipuerto,LUJAN/SOL DE AGOSTO,"""34°31'60""""S  58°58'15""""W""",-58.970859,-34.53325,10,Metros,Lujan,5,E,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
HTS,,,Helipuerto,EL TURBIO/EA. SANTA ANA,"""51°41' 9""""S  71°58' 4""""W""",-71.967747,-51.685796,665,Metros,El Turbio,9.5,E,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,SANTA CRUZ
JOR,,,Aerodromo,SAN JORGE,"""31°52'58""""S  61°50'36""""W""",-61.84333333,-31.88277778,106,Metros,San Jorge,2.5,NE,PUBLICO,NOCONTROL,RANO,,Nacional,NO,NO,SANTA FE
PDA,,,Aerodromo,JUJUY/PUERTA DE AVALOS,"""24°18'53""""S  65°14'50""""W""",-65.24727,-24.31467,1190,Metros,San Salvador de Jujuy,14,SSE,PUBLICO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,JUJUY
SVO,SAAV,SFN,Aerodromo,SANTA FE/SAUCE VIEJO,"""31°42'39""""S  60°48'41""""W""",-60.81138889,-31.71083333,17,Metros,Santa Fe,10,SSO,PUBLICO,CONTROL,RACE,,Nacional,SI,NO,SANTA FE
HAS,,,Helipuerto,PARANA/AMARRAS DEL SOL,"""31°42'31""""S  60°30' 3""""W""",-60.50083333,-31.70861111,16,Metros,Parana,4,NE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
HEN,,,Helipuerto,BAHIA SAN SEBASTIAN/PLANTA CRUZ DEL SUR,"""53°19'23""""S  68°15'58""""W""",-68.266107,-53.32299,53,Metros,Rio Grande,64,NO,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR
MJZ,SAOM,,Aerodromo,MARCOS JUAREZ,"""32°41' 2""""S  62° 9'28""""W""",-62.15772,-32.684,110,Metros,Marcos Juarez,5,O,PUBLICO,AERADIO,RANO,,Nacional,NO,NO,CORDOBA
PEN,,,Aerodromo,PERGAMINO/LA NORIA,"""33°51'25""""S  60°42' 1""""W""",-60.70038,-33.85694,74,Metros,Pergamino,11,OSO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
BOG,,,Aerodromo,CORONEL BOGADO/FUMIGACIONES CAMPAGNUCCI,"""33°19'27""""S  60°39'58""""W""",-60.66617,-33.32404,48,Metros,Coronel Bogado,6,O,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,SANTA FE
BPS,,,Aerodromo,BRINKMANN/PABLO SIERRA AEROAPLICACIONES,"""30°55'46""""S  62° 3' 2""""W""",-62.05055556,-30.92944444,100,Metros,Brinckmann,6.5,SSO,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,CORDOBA
COL,SAZQ,,Aerodromo,RIO COLORADO,"""38°59'42""""S  64° 8'25""""W""",-64.14027778,-38.995,84,Metros,Rio Colorado,5,NO,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,RIO NEGRO
HSM,,,Helipuerto,TIGRE/ISLA SANTA MONICA,"""34°24'53""""S  58°30'27""""W""",-58.507365,-34.414724,3,Metros,,0,Lindando,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
SLO,,,Aerodromo,SALLIQUELO,"""36°45'24""""S  62°56'39""""W""",-62.94407,-36.75659,127,Metros,Salliquelo,1.4,SE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
ACH,,,Aerodromo,GENERAL ACHA,"""37°24' 6""""S  64°36'49""""W""",-64.61351,-37.40164,277,Metros,General Acha,3,SO,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,LA PAMPA
CRD,,,Aerodromo,CONCORDIA/AEROCLUB,"""31°18'14""""S  58° 0'54""""W""",-58.015,-31.30388889,90,Metros,Concordia,10,N,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
TEV,,,Aerodromo,TINTINA/ESTABLECIMIENTO EL 21,"""26°53'43""""S  62°18'35""""W""",-62.30972222,-26.89527778,68,Metros,Tintina,41,ENE,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,SANTIAGO DEL ESTERO
DOR,,,Aerodromo,CORONEL DORREGO,"""38°44'28""""S  61°15'21""""W""",-61.25583333,-38.74111111,120,Metros,Coronel Dorrego,2,SE,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
